order_id,customer_id,country,region,state,city,postal_code,ship_mode,order_date,ship_date
CA-2016-114048,EH-13945,United States,West,California,Costa Mesa,92627.0,Standard Class,2016-12-14,2016-12-18
CA-2016-114069,ND-18370,United States,East,New York,New York City,10035.0,Second Class,2016-07-13,2016-07-15
CA-2016-114237,MC-17275,United States,West,Washington,Seattle,98103.0,First Class,2016-03-13,2016-03-15
CA-2016-114300,AF-10885,United States,South,Kentucky,Louisville,40214.0,Standard Class,2016-10-13,2016-10-17
CA-2016-114468,TD-20995,United States,Central,Illinois,Bolingbrook,60440.0,Same Day,2016-08-23,2016-08-23
CA-2016-114503,AA-10375,United States,South,Tennessee,Lebanon,37087.0,Standard Class,2016-11-13,2016-11-17
CA-2016-114811,KD-16495,United States,East,New York,New York City,10024.0,Same Day,2016-11-08,2016-11-08
CA-2016-114923,LH-17020,United States,East,Ohio,Columbus,43229.0,Standard Class,2016-02-08,2016-02-13
CA-2016-115091,JJ-15760,United States,South,Virginia,Springfield,22153.0,Standard Class,2016-10-05,2016-10-09
CA-2016-115168,BB-11545,United States,Central,Missouri,Saint Charles,63301.0,Standard Class,2016-06-05,2016-06-09
CA-2016-115392,RM-19675,United States,East,Massachusetts,Cambridge,2138.0,Second Class,2016-10-01,2016-10-04
CA-2016-115399,AG-10900,United States,East,Pennsylvania,Philadelphia,19134.0,First Class,2016-12-19,2016-12-22
CA-2016-115420,LS-16945,United States,West,California,Los Angeles,90004.0,Standard Class,2016-04-25,2016-05-02
CA-2016-115511,NW-18400,United States,West,Nevada,Las Vegas,89115.0,Standard Class,2016-11-21,2016-11-25
CA-2016-115567,ZC-21910,United States,Central,Indiana,Columbus,47201.0,Standard Class,2016-09-13,2016-09-18
CA-2016-115693,FC-14245,United States,West,California,Los Angeles,90032.0,Standard Class,2016-12-10,2016-12-15
CA-2016-115742,DP-13000,United States,Central,Indiana,New Albany,47150.0,Standard Class,2016-04-18,2016-04-22
CA-2016-115798,KL-16645,United States,East,Delaware,Newark,19711.0,Standard Class,2016-11-13,2016-11-19
CA-2016-115847,TC-21535,United States,South,Virginia,Arlington,22204.0,Second Class,2016-09-19,2016-09-24
CA-2016-115924,BE-11455,United States,Central,Iowa,Des Moines,50315.0,Second Class,2016-09-14,2016-09-18
CA-2016-115938,SA-20830,United States,South,Virginia,Richmond,23223.0,Standard Class,2016-06-26,2016-06-30
CA-2016-115945,AB-10165,United States,West,California,Los Angeles,90045.0,Standard Class,2016-06-25,2016-07-01
CA-2016-116092,JM-16195,United States,West,California,Los Angeles,90004.0,Second Class,2016-02-15,2016-02-18
CA-2016-116260,BF-10975,United States,East,New Jersey,Vineland,8360.0,Standard Class,2016-07-06,2016-07-12
CA-2016-116484,JK-15205,United States,East,Ohio,Marion,43302.0,Standard Class,2016-11-20,2016-11-26
CA-2016-116512,MC-18100,United States,East,New York,New York City,10024.0,Standard Class,2016-04-09,2016-04-14
CA-2016-116638,JH-15985,United States,South,North Carolina,Concord,28027.0,Second Class,2016-01-28,2016-01-31
CA-2016-116687,NC-18625,United States,Central,Texas,Houston,77095.0,Standard Class,2016-05-02,2016-05-07
CA-2016-116750,BF-10975,United States,South,North Carolina,Fayetteville,28314.0,Second Class,2016-07-05,2016-07-10
CA-2016-116841,TP-21130,United States,West,Oregon,Springfield,97477.0,Standard Class,2016-04-14,2016-04-18
CA-2016-116876,TT-21070,United States,East,New York,Rochester,14609.0,Standard Class,2016-02-14,2016-02-21
CA-2016-117086,QJ-19255,United States,East,Vermont,Burlington,,Standard Class,2016-11-08,2016-11-12
CA-2016-117415,SN-20710,United States,Central,Texas,Houston,77041.0,Standard Class,2016-12-27,2016-12-31
CA-2016-117611,MZ-17335,United States,West,California,San Diego,92024.0,Second Class,2016-11-08,2016-11-10
CA-2016-117772,MC-17575,United States,West,Washington,Seattle,98103.0,Second Class,2016-09-10,2016-09-12
CA-2016-117800,TH-21550,United States,East,Massachusetts,Everett,2149.0,Standard Class,2016-09-21,2016-09-26
CA-2016-117828,BD-11500,United States,South,Virginia,Richmond,23223.0,First Class,2016-12-23,2016-12-26
CA-2016-117884,DC-13285,United States,South,Florida,Plantation,33317.0,Same Day,2016-03-22,2016-03-22
CA-2016-117898,TB-21250,United States,Central,Illinois,Bloomington,61701.0,Standard Class,2016-12-05,2016-12-11
CA-2016-117961,GP-14740,United States,East,Massachusetts,Leominster,1453.0,Standard Class,2016-11-26,2016-11-30
CA-2016-118227,DB-13270,United States,East,New York,New York City,10009.0,Standard Class,2016-04-24,2016-04-28
CA-2016-118423,DP-13390,United States,Central,Illinois,Peoria,61604.0,First Class,2016-03-24,2016-03-27
CA-2016-118444,VD-21670,United States,South,Florida,Coral Springs,33065.0,Standard Class,2016-11-05,2016-11-09
CA-2016-118738,AG-10495,United States,Central,Texas,Houston,77041.0,Standard Class,2016-10-24,2016-10-30
CA-2016-118843,JH-15910,United States,South,Georgia,Atlanta,30318.0,Standard Class,2016-09-13,2016-09-20
CA-2016-118871,HM-14860,United States,West,California,Los Angeles,90049.0,Second Class,2016-12-04,2016-12-09
CA-2016-118948,NK-18490,United States,West,Washington,Seattle,98105.0,Standard Class,2016-05-28,2016-06-03
CA-2016-118955,LS-17230,United States,Central,Texas,Grand Prairie,75051.0,Standard Class,2016-06-16,2016-06-20
CA-2016-119102,KH-16690,United States,East,Rhode Island,Woonsocket,2895.0,Standard Class,2016-05-23,2016-05-27
CA-2016-119214,CW-11905,United States,West,Montana,Bozeman,59715.0,Standard Class,2016-01-23,2016-01-27
CA-2016-119291,JO-15550,United States,East,Pennsylvania,Chester,19013.0,First Class,2016-05-14,2016-05-17
CA-2016-119480,CC-12685,United States,South,Kentucky,Henderson,42420.0,Standard Class,2016-01-09,2016-01-13
CA-2016-119508,TZ-21580,United States,West,California,Lakewood,90712.0,Standard Class,2016-12-04,2016-12-09
CA-2016-119550,RB-19705,United States,Central,Texas,Houston,77070.0,Standard Class,2016-12-26,2016-12-31
CA-2016-119592,MM-18280,United States,South,Georgia,Columbus,31907.0,Second Class,2016-12-14,2016-12-16
CA-2016-119627,SC-20725,United States,West,Arizona,Peoria,85345.0,Standard Class,2016-08-17,2016-08-23
CA-2016-119634,BW-11065,United States,South,North Carolina,Raleigh,27604.0,Standard Class,2016-08-11,2016-08-16
CA-2016-119690,MV-17485,United States,Central,Texas,Houston,77041.0,First Class,2016-06-25,2016-06-28
CA-2016-119697,EM-13960,United States,East,Pennsylvania,Philadelphia,19134.0,Second Class,2016-12-28,2016-12-31
CA-2016-119879,SS-20410,United States,East,Pennsylvania,Philadelphia,19120.0,Standard Class,2016-11-21,2016-11-25
CA-2016-119907,LC-17140,United States,West,Washington,Seattle,98103.0,Standard Class,2016-12-01,2016-12-08
CA-2016-119942,TT-21070,United States,East,Pennsylvania,Philadelphia,19120.0,First Class,2016-04-05,2016-04-07
CA-2016-120103,MS-17365,United States,West,Arizona,Phoenix,85023.0,Standard Class,2016-12-24,2016-12-29
CA-2016-120320,MV-18190,United States,Central,Texas,Houston,77036.0,Standard Class,2016-03-05,2016-03-09
CA-2016-120341,SF-20200,United States,East,Pennsylvania,Philadelphia,19143.0,Second Class,2016-09-26,2016-09-29
CA-2016-120362,CA-12265,United States,West,Utah,Provo,84604.0,Standard Class,2016-09-14,2016-09-19
CA-2016-120397,RB-19435,United States,Central,Texas,Houston,77070.0,Same Day,2016-07-02,2016-07-02
CA-2016-120439,AD-10180,United States,East,Pennsylvania,Philadelphia,19120.0,Standard Class,2016-06-14,2016-06-18
CA-2016-120446,JG-15805,United States,West,California,San Diego,92105.0,First Class,2016-11-16,2016-11-18
CA-2016-120516,CK-12595,United States,South,Georgia,Marietta,30062.0,Standard Class,2016-08-13,2016-08-17
CA-2016-120551,SS-20590,United States,Central,Nebraska,Norfolk,68701.0,Standard Class,2016-04-13,2016-04-20
CA-2016-120621,JW-16075,United States,South,North Carolina,Jacksonville,28540.0,Standard Class,2016-03-21,2016-03-26
CA-2016-120677,BD-11320,United States,Central,Minnesota,Minneapolis,55407.0,Standard Class,2016-05-31,2016-06-04
CA-2016-120782,SD-20485,United States,Central,Michigan,Midland,48640.0,First Class,2016-04-28,2016-05-01
CA-2016-120810,TH-21550,United States,East,New York,New York City,10009.0,Standard Class,2016-07-23,2016-07-27
CA-2016-120845,ML-17395,United States,South,Tennessee,Murfreesboro,37130.0,Standard Class,2016-09-25,2016-10-02
CA-2016-120880,JL-15850,United States,West,Washington,Seattle,98105.0,Standard Class,2016-05-29,2016-06-03
CA-2016-120901,BG-11035,United States,Central,Texas,Austin,78745.0,Standard Class,2016-12-31,2017-01-04
CA-2016-120915,JJ-15445,United States,East,New York,New York City,10035.0,Second Class,2016-09-28,2016-10-03
CA-2016-121041,CS-12250,United States,Central,Texas,Haltom City,76117.0,Standard Class,2016-11-03,2016-11-10
CA-2016-121097,SF-20965,United States,Central,Texas,Baytown,77520.0,Standard Class,2016-01-03,2016-01-08
CA-2016-121132,VB-21745,United States,Central,Texas,Houston,77041.0,Standard Class,2016-07-17,2016-07-24
CA-2016-121188,CB-12025,United States,West,California,Los Angeles,90049.0,Standard Class,2016-08-28,2016-09-04
CA-2016-121272,DO-13435,United States,West,Washington,Seattle,98103.0,Standard Class,2016-03-29,2016-04-04
CA-2016-121391,AA-10315,United States,West,California,San Francisco,94109.0,First Class,2016-10-04,2016-10-07
CA-2016-121405,FC-14335,United States,Central,Illinois,Chicago,60610.0,Standard Class,2016-03-30,2016-04-04
CA-2016-121552,FW-14395,United States,South,Alabama,Huntsville,35810.0,Standard Class,2016-03-22,2016-03-27
CA-2016-121608,JB-15400,United States,East,Connecticut,Bristol,6010.0,First Class,2016-09-03,2016-09-05
CA-2016-121650,KD-16495,United States,Central,Michigan,Jackson,49201.0,Standard Class,2016-12-10,2016-12-16
CA-2016-121699,BD-11320,United States,Central,Michigan,Detroit,48227.0,Standard Class,2016-08-10,2016-08-14
CA-2016-121720,JE-15610,United States,South,Florida,Lakeland,33801.0,First Class,2016-06-11,2016-06-12
CA-2016-121776,RD-19585,United States,West,California,Los Angeles,90008.0,Standard Class,2016-02-16,2016-02-21
CA-2016-121783,PO-19180,United States,Central,Minnesota,Roseville,55113.0,Standard Class,2016-11-10,2016-11-14
CA-2016-121797,CC-12145,United States,West,California,Los Angeles,90049.0,Standard Class,2016-01-30,2016-02-06
CA-2016-121965,LH-17155,United States,West,California,Los Angeles,90032.0,Standard Class,2016-06-19,2016-06-23
CA-2016-122168,HG-14965,United States,South,Kentucky,Florence,41042.0,Standard Class,2016-08-21,2016-08-26
CA-2016-122210,WB-21850,United States,East,Pennsylvania,Philadelphia,19134.0,Standard Class,2016-11-30,2016-12-04
CA-2016-122259,HP-14815,United States,Central,Michigan,Jackson,49201.0,Standard Class,2016-10-31,2016-11-04
CA-2016-122266,SA-20830,United States,South,Florida,Daytona Beach,32114.0,Standard Class,2016-04-26,2016-04-30
CA-2016-122287,SN-20560,United States,West,Arizona,Peoria,85345.0,Standard Class,2016-06-18,2016-06-23
CA-2016-122371,BS-11800,United States,West,California,San Diego,92037.0,Standard Class,2016-09-26,2016-10-01
CA-2016-122406,BE-11455,United States,East,Rhode Island,Providence,2908.0,Second Class,2016-08-02,2016-08-05
CA-2016-122623,CC-12145,United States,Central,Texas,El Paso,79907.0,Standard Class,2016-09-07,2016-09-11
CA-2016-122756,DK-13225,United States,East,Pennsylvania,Philadelphia,19140.0,Standard Class,2016-12-03,2016-12-07
CA-2016-122826,RD-19480,United States,West,Washington,Olympia,98502.0,Second Class,2016-06-23,2016-06-25
CA-2016-123092,JG-15115,United States,South,North Carolina,Jacksonville,28540.0,Standard Class,2016-12-03,2016-12-07
CA-2016-123113,AT-10735,United States,East,New Jersey,Morristown,7960.0,Second Class,2016-11-23,2016-11-27
CA-2016-123141,GZ-14470,United States,West,New Mexico,Rio Rancho,87124.0,Standard Class,2016-11-14,2016-11-19
CA-2016-123155,NS-18640,United States,Central,Texas,San Antonio,78207.0,First Class,2016-03-09,2016-03-12
CA-2016-123232,DJ-13630,United States,West,Oregon,Portland,97206.0,Second Class,2016-12-14,2016-12-16
CA-2016-123330,EP-13915,United States,South,Florida,Deltona,32725.0,Standard Class,2016-06-21,2016-06-27
CA-2016-123456,KN-16450,United States,Central,Texas,Dallas,75220.0,Standard Class,2016-07-09,2016-07-13
CA-2016-123505,AR-10540,United States,East,Massachusetts,Quincy,2169.0,Standard Class,2016-11-22,2016-11-26
CA-2016-123568,SC-20095,United States,West,Utah,West Jordan,84084.0,Standard Class,2016-11-08,2016-11-14
CA-2016-123673,CH-12070,United States,Central,Michigan,Detroit,48227.0,Second Class,2016-10-30,2016-11-01
CA-2016-123939,MS-17710,United States,East,Ohio,Bowling Green,43402.0,Second Class,2016-08-24,2016-08-26
CA-2016-124044,MS-17830,United States,East,New York,Rochester,14609.0,Second Class,2016-07-23,2016-07-26
CA-2016-124058,LC-16885,United States,West,California,Oakland,94601.0,Standard Class,2016-11-20,2016-11-24
CA-2016-124107,BM-11650,United States,Central,Michigan,Ann Arbor,48104.0,Second Class,2016-10-09,2016-10-12
CA-2016-124268,AD-10180,United States,East,New York,New York City,10035.0,Standard Class,2016-07-04,2016-07-08
CA-2016-124450,GT-14710,United States,East,District of Columbia,Washington,20016.0,Standard Class,2016-04-27,2016-05-03
CA-2016-124499,FM-14380,United States,Central,Michigan,Detroit,48227.0,Standard Class,2016-10-09,2016-10-13
CA-2016-124541,TT-21220,United States,Central,Texas,Houston,77041.0,Standard Class,2016-04-06,2016-04-10
CA-2016-124653,DB-13120,United States,East,New York,Rochester,14609.0,First Class,2016-12-24,2016-12-26
CA-2016-124800,RW-19540,United States,West,Arizona,Mesa,85204.0,Standard Class,2016-09-26,2016-09-30
CA-2016-124891,RH-19495,United States,East,New York,New York City,10024.0,Same Day,2016-07-31,2016-07-31
CA-2016-124919,SP-20650,United States,West,California,San Jose,95123.0,First Class,2016-05-31,2016-06-02
CA-2016-124933,DF-13135,United States,East,New York,New York City,10009.0,Second Class,2016-12-26,2016-12-30
CA-2016-124975,MG-17875,United States,Central,Illinois,Aurora,60505.0,First Class,2016-06-22,2016-06-25
CA-2016-125066,KD-16495,United States,South,Mississippi,Jackson,39212.0,Standard Class,2016-12-14,2016-12-18
CA-2016-125178,MZ-17515,United States,East,Pennsylvania,Reading,19601.0,Standard Class,2016-10-03,2016-10-09
CA-2016-125185,AH-10195,United States,East,Pennsylvania,Bethlehem,18018.0,Second Class,2016-03-05,2016-03-07
CA-2016-125234,SN-20710,United States,West,California,Los Angeles,90049.0,Standard Class,2016-11-27,2016-12-01
CA-2016-125395,LA-16780,United States,Central,Michigan,Taylor,48180.0,Second Class,2016-06-26,2016-06-29
CA-2016-125416,KC-16540,United States,West,Washington,Seattle,98115.0,Same Day,2016-11-02,2016-11-02
CA-2016-125423,MC-17575,United States,West,California,Los Angeles,90036.0,Second Class,2016-12-13,2016-12-15
CA-2016-125563,PR-18880,United States,South,Florida,Tampa,33614.0,Standard Class,2016-04-11,2016-04-17
CA-2016-125696,NP-18685,United States,South,North Carolina,Wilson,27893.0,Standard Class,2016-10-02,2016-10-06
CA-2016-125710,BT-11680,United States,Central,Texas,Houston,77036.0,Standard Class,2016-10-08,2016-10-13
CA-2016-125934,SN-20560,United States,East,New Jersey,Paterson,7501.0,Standard Class,2016-09-11,2016-09-18
CA-2016-125976,JK-15205,United States,South,Virginia,Arlington,22204.0,Standard Class,2016-09-27,2016-10-02
CA-2016-126137,BS-11755,United States,West,California,Los Angeles,90032.0,Standard Class,2016-10-03,2016-10-08
CA-2016-126186,GB-14530,United States,West,Colorado,Aurora,80013.0,First Class,2016-09-11,2016-09-12
CA-2016-126347,AJ-10945,United States,West,California,Los Angeles,90045.0,Second Class,2016-12-14,2016-12-19
CA-2016-126445,RA-19945,United States,West,California,Murrieta,92563.0,Standard Class,2016-08-27,2016-08-31
CA-2016-126466,JO-15550,United States,West,California,Roseville,95661.0,Standard Class,2016-11-09,2016-11-13
CA-2016-126557,RL-19615,United States,Central,Illinois,Chicago,60610.0,Second Class,2016-07-12,2016-07-17
CA-2016-126669,DO-13645,United States,Central,Texas,Houston,77036.0,Standard Class,2016-11-07,2016-11-13
CA-2016-126697,SV-20815,United States,Central,Texas,Houston,77041.0,First Class,2016-09-21,2016-09-24
CA-2016-126725,BS-11665,United States,West,California,San Diego,92105.0,Standard Class,2016-11-17,2016-11-21
CA-2016-126739,JH-16180,United States,East,New York,New York City,10035.0,Second Class,2016-11-01,2016-11-03
CA-2016-126970,TP-21130,United States,Central,Illinois,Naperville,60540.0,Standard Class,2016-09-20,2016-09-24
CA-2016-127019,ER-13855,United States,West,Colorado,Colorado Springs,80906.0,Standard Class,2016-12-21,2016-12-25
CA-2016-127110,CH-12070,United States,East,Pennsylvania,Philadelphia,19143.0,Standard Class,2016-06-25,2016-07-01
CA-2016-127173,GM-14500,United States,East,New York,Oceanside,11572.0,Standard Class,2016-09-26,2016-10-03
CA-2016-127327,PW-19030,United States,East,New York,Rome,13440.0,Standard Class,2016-02-03,2016-02-07
CA-2016-127418,JJ-15445,United States,West,California,Los Angeles,90004.0,First Class,2016-06-13,2016-06-14
CA-2016-127453,JK-15370,United States,East,Pennsylvania,Philadelphia,19143.0,First Class,2016-12-19,2016-12-20
CA-2016-127481,JD-15895,United States,West,Nevada,Las Vegas,89115.0,Second Class,2016-12-12,2016-12-15
CA-2016-127502,MT-17815,United States,West,California,San Francisco,94110.0,Standard Class,2016-12-10,2016-12-14
CA-2016-127509,AS-10090,United States,Central,Missouri,Springfield,65807.0,Standard Class,2016-11-09,2016-11-13
CA-2016-127593,DH-13675,United States,East,Massachusetts,Quincy,2169.0,Same Day,2016-09-21,2016-09-21
CA-2016-127607,JK-15730,United States,Central,Texas,Carrollton,75007.0,Standard Class,2016-03-20,2016-03-26
CA-2016-127754,CK-12760,United States,West,Arizona,Glendale,85301.0,Standard Class,2016-07-26,2016-07-31
CA-2016-127824,JC-15775,United States,West,Washington,Seattle,98115.0,Standard Class,2016-10-18,2016-10-22
CA-2016-128013,MF-18250,United States,East,New York,New York City,10035.0,Standard Class,2016-08-09,2016-08-16
CA-2016-128027,CM-12385,United States,South,South Carolina,North Charleston,29406.0,Second Class,2016-09-14,2016-09-17
CA-2016-128083,EB-13750,United States,South,Florida,Plantation,33317.0,Standard Class,2016-03-12,2016-03-17
CA-2016-128125,EB-13705,United States,Central,Texas,Houston,77095.0,Standard Class,2016-03-31,2016-04-05
CA-2016-128139,BD-11725,United States,South,Kentucky,Richmond,40475.0,Standard Class,2016-07-03,2016-07-09
CA-2016-128167,KL-16645,United States,West,Utah,Layton,84041.0,Second Class,2016-06-22,2016-06-26
CA-2016-128356,RP-19390,United States,West,Colorado,Thornton,80229.0,Standard Class,2016-10-02,2016-10-07
CA-2016-128608,CS-12490,United States,East,Ohio,Toledo,43615.0,Standard Class,2016-01-12,2016-01-17
CA-2016-128860,SC-20725,United States,East,Pennsylvania,Lancaster,17602.0,Standard Class,2016-06-29,2016-07-05
CA-2016-128958,CR-12820,United States,South,Florida,West Palm Beach,33407.0,Standard Class,2016-01-24,2016-01-28
CA-2016-128993,CC-12670,United States,West,Washington,Seattle,98103.0,Second Class,2016-09-12,2016-09-17
CA-2016-129042,EM-13960,United States,East,Maryland,Baltimore,21215.0,Standard Class,2016-12-12,2016-12-17
CA-2016-129098,DK-13090,United States,South,Virginia,Springfield,22153.0,Standard Class,2016-10-09,2016-10-13
CA-2016-129112,AW-10840,United States,Central,Texas,Allen,75002.0,First Class,2016-11-29,2016-11-30
CA-2016-129217,DP-13390,United States,Central,Illinois,Aurora,60505.0,Same Day,2016-05-10,2016-05-10
CA-2016-129322,DB-13405,United States,East,Massachusetts,Lawrence,1841.0,Second Class,2016-08-08,2016-08-10
CA-2016-129392,DM-13015,United States,Central,Texas,Houston,77070.0,Same Day,2016-07-08,2016-07-08
CA-2016-129476,PA-19060,United States,Central,Illinois,Orland Park,60462.0,Standard Class,2016-10-15,2016-10-20
CA-2016-129525,VP-21760,United States,East,Ohio,Toledo,43615.0,Standard Class,2016-11-15,2016-11-20
CA-2016-129532,YS-21880,United States,West,California,Los Angeles,90036.0,Standard Class,2016-12-08,2016-12-12
CA-2016-129546,RP-19855,United States,West,California,Los Angeles,90032.0,Standard Class,2016-09-28,2016-10-05
CA-2016-129700,LA-16780,United States,Central,Illinois,Tinley Park,60477.0,First Class,2016-05-04,2016-05-05
CA-2016-129770,JE-15715,United States,West,New Mexico,Las Cruces,88001.0,Second Class,2016-02-21,2016-02-23
CA-2016-129854,RB-19705,United States,East,New York,New York City,10009.0,Standard Class,2016-08-22,2016-08-26
CA-2016-129896,PF-19120,United States,West,Arizona,Gilbert,85234.0,Standard Class,2016-06-15,2016-06-20
CA-2016-129917,HM-14980,United States,West,California,Los Angeles,90008.0,First Class,2016-10-02,2016-10-03
CA-2016-130022,JK-16120,United States,Central,Minnesota,Eagan,55122.0,Standard Class,2016-08-10,2016-08-16
CA-2016-130113,AH-10030,United States,West,California,San Francisco,94122.0,Standard Class,2016-12-27,2016-12-31
CA-2016-130183,PO-18850,United States,Central,Texas,Houston,77041.0,Standard Class,2016-11-13,2016-11-17
CA-2016-130204,DB-13120,United States,West,California,San Francisco,94122.0,Standard Class,2016-09-03,2016-09-09
CA-2016-130218,SG-20470,United States,South,South Carolina,Florence,29501.0,First Class,2016-03-23,2016-03-26
CA-2016-130253,PP-18955,United States,West,California,Los Angeles,90036.0,Standard Class,2016-12-14,2016-12-18
CA-2016-130365,ZC-21910,United States,Central,Illinois,Aurora,60505.0,Standard Class,2016-04-25,2016-04-29
CA-2016-130456,DS-13180,United States,West,California,San Francisco,94122.0,Standard Class,2016-08-21,2016-08-26
CA-2016-130554,FM-14290,United States,East,Pennsylvania,Philadelphia,19140.0,First Class,2016-04-07,2016-04-09
CA-2016-130610,VP-21730,United States,Central,Michigan,Sterling Heights,48310.0,Standard Class,2016-07-05,2016-07-10
CA-2016-130659,MS-17365,United States,East,New York,New York City,10035.0,Second Class,2016-12-04,2016-12-09
CA-2016-130736,JF-15490,United States,West,Washington,Seattle,98105.0,First Class,2016-12-07,2016-12-09
CA-2016-130785,AG-10900,United States,West,California,San Diego,92105.0,Standard Class,2016-09-05,2016-09-09
CA-2016-130792,RA-19915,United States,Central,Texas,Houston,77095.0,Standard Class,2016-04-28,2016-05-05
CA-2016-130848,DG-13300,United States,West,Colorado,Denver,80219.0,Same Day,2016-10-25,2016-10-25
CA-2016-130876,AZ-10750,United States,East,New York,New York City,10024.0,Second Class,2016-05-12,2016-05-16
CA-2016-130883,TB-21520,United States,West,Oregon,Portland,97206.0,Standard Class,2016-09-26,2016-10-02
CA-2016-130890,JO-15280,United States,West,California,Los Angeles,90004.0,Standard Class,2016-11-02,2016-11-06
CA-2016-130974,MA-17560,United States,East,Massachusetts,Everett,2149.0,Second Class,2016-11-27,2016-11-29
CA-2016-130995,QJ-19255,United States,East,New York,New York City,10009.0,Standard Class,2016-11-01,2016-11-06
CA-2016-131072,KL-16645,United States,West,Washington,Seattle,98105.0,Same Day,2016-11-05,2016-11-05
CA-2016-131128,TB-21520,United States,East,New Hampshire,Concord,3301.0,First Class,2016-10-19,2016-10-20
CA-2016-131338,NP-18325,United States,East,New York,New York City,10024.0,First Class,2016-08-09,2016-08-12
CA-2016-131352,GH-14485,United States,Central,Texas,Dallas,75081.0,Standard Class,2016-10-08,2016-10-13
CA-2016-131422,GB-14530,United States,South,North Carolina,Monroe,28110.0,Standard Class,2016-11-05,2016-11-09
CA-2016-131457,MZ-17515,United States,West,California,Redlands,92374.0,Standard Class,2016-10-31,2016-11-06
CA-2016-131534,AB-10165,United States,West,California,Los Angeles,90036.0,Standard Class,2016-03-28,2016-04-02
CA-2016-131597,SP-20620,United States,West,California,Los Angeles,90045.0,Standard Class,2016-09-14,2016-09-18
CA-2016-131758,KB-16315,United States,East,New York,Freeport,11520.0,Standard Class,2016-05-28,2016-06-01
CA-2016-131779,LE-16810,United States,East,Delaware,Newark,19711.0,Standard Class,2016-06-12,2016-06-17
CA-2016-131856,JG-15160,United States,Central,Texas,Houston,77041.0,Standard Class,2016-05-12,2016-05-17
CA-2016-131884,DK-13375,United States,East,Ohio,Marion,43302.0,Same Day,2016-12-06,2016-12-06
CA-2016-132080,DP-13105,United States,East,New York,New York City,10035.0,First Class,2016-08-22,2016-08-25
CA-2016-132101,JO-15550,United States,West,Washington,Seattle,98105.0,Standard Class,2016-03-19,2016-03-25
CA-2016-132136,FO-14305,United States,Central,Illinois,Chicago,60623.0,Standard Class,2016-03-08,2016-03-12
CA-2016-132276,LC-16960,United States,East,New York,New York City,10024.0,Standard Class,2016-02-23,2016-02-28
CA-2016-132318,TT-21220,United States,South,Virginia,Virginia Beach,23464.0,First Class,2016-10-30,2016-11-02
CA-2016-132374,PS-19045,United States,Central,Michigan,Sterling Heights,48310.0,Second Class,2016-02-22,2016-02-24
CA-2016-132465,DM-13525,United States,East,New York,New York City,10035.0,Second Class,2016-09-11,2016-09-15
CA-2016-132486,JF-15355,United States,West,California,San Diego,92105.0,Second Class,2016-10-23,2016-10-27
CA-2016-132507,CC-12610,United States,Central,Texas,Houston,77041.0,Second Class,2016-07-30,2016-08-03
CA-2016-132570,KT-16480,United States,East,New York,Buffalo,14215.0,Second Class,2016-10-31,2016-11-02
CA-2016-132626,BT-11680,United States,East,Maryland,Clinton,20735.0,Standard Class,2016-07-09,2016-07-14
CA-2016-132633,KH-16630,United States,West,Utah,Pleasant Grove,84062.0,Second Class,2016-02-03,2016-02-05
CA-2016-132815,RW-19540,United States,West,California,Los Angeles,90008.0,Second Class,2016-09-19,2016-09-22
CA-2016-132906,CC-12145,United States,West,California,Los Angeles,90004.0,Standard Class,2016-09-10,2016-09-14
CA-2016-132941,MM-18280,United States,Central,Texas,Haltom City,76117.0,First Class,2016-05-25,2016-05-28
CA-2016-132948,MV-17485,United States,West,Washington,Seattle,98115.0,Standard Class,2016-03-27,2016-04-03
CA-2016-133025,MO-17800,United States,West,California,Los Angeles,90036.0,Second Class,2016-09-17,2016-09-19
CA-2016-133242,KH-16510,United States,South,Virginia,Arlington,22204.0,Standard Class,2016-06-18,2016-06-24
CA-2016-133396,GK-14620,United States,South,North Carolina,Greensboro,27405.0,First Class,2016-08-13,2016-08-15
CA-2016-133445,JF-15490,United States,West,Oregon,Portland,97206.0,Standard Class,2016-10-05,2016-10-09
CA-2016-133452,ZC-21910,United States,West,California,Pomona,91767.0,Standard Class,2016-04-13,2016-04-19
CA-2016-133494,RP-19390,United States,East,Pennsylvania,Philadelphia,19120.0,Standard Class,2016-03-01,2016-03-05
CA-2016-133536,JH-15820,United States,East,New York,New York City,10009.0,Second Class,2016-03-28,2016-03-30
CA-2016-133585,CM-12715,United States,Central,Texas,Houston,77070.0,First Class,2016-03-01,2016-03-04
CA-2016-133627,SC-20050,United States,East,Connecticut,Norwich,6360.0,Standard Class,2016-05-31,2016-06-07
CA-2016-133837,TH-21100,United States,West,Arizona,Glendale,85301.0,Standard Class,2016-04-13,2016-04-18
CA-2016-133977,AT-10435,United States,South,Florida,Tamarac,33319.0,Second Class,2016-09-06,2016-09-08
CA-2016-134075,HA-14905,United States,West,California,San Jose,95123.0,Standard Class,2016-12-12,2016-12-16
CA-2016-134082,JK-15640,United States,West,California,San Bernardino,92404.0,Standard Class,2016-12-11,2016-12-17
CA-2016-134117,PG-18895,United States,West,California,Los Angeles,90008.0,Second Class,2016-12-17,2016-12-19
CA-2016-134201,EH-14125,United States,East,New York,Rochester,14609.0,Standard Class,2016-04-10,2016-04-16
CA-2016-134257,MS-17710,United States,South,Alabama,Auburn,36830.0,Second Class,2016-03-16,2016-03-19
